,year featured,track_name,track_popularity,release_date,playlist_id,playlist_name,lead_artist,supporting_artists
5nVJ4fHxEMDex4dDHeKpGj,2021,My Wave,50,2020-11-13,37i9dQZF1DX6ALfRKlHn1t,Soak Up the Sun,DENM,
7kmSIKAk4VHP4QUjpBPbGg,2021,Painting (Masterpiece),48,2016-07-22,37i9dQZF1DX6ALfRKlHn1t,Soak Up the Sun,Lewis Del Mar,
4ARoMobdw8Pv6idjmbQUjJ,2021,Lift Me Up,52,2019-07-05,37i9dQZF1DX6ALfRKlHn1t,Soak Up the Sun,Dirty Heads,
3tvgQO3IpSsbBvr5R0gLJj,2021,Droptop,44,2021-06-22,37i9dQZF1DX6ALfRKlHn1t,Soak Up the Sun,Katastro,
07DWmCB9pgs6Nye0jiQut0,2021,Carried Away,0,2018-06-15,37i9dQZF1DX6ALfRKlHn1t,Soak Up the Sun,OVERSTREET,
3n0y72mRws8IZPQA0QkKEK,2021,Tell Me Tell Me,0,2017-09-12,37i9dQZF1DX6ALfRKlHn1t,Soak Up the Sun,courtship.,
18uxxfbEuef5zO7KBaKfjV,2021,801,51,2020-07-17,37i9dQZF1DX6ALfRKlHn1t,Soak Up the Sun,The Aces,
5NbyidjQ7pvTWdEVOUFcT3,2021,Day Dreaming,49,2020-10-23,37i9dQZF1DX6ALfRKlHn1t,Soak Up the Sun,MISSIO,
4O0bRLfLMLNUlr9TFtohen,2021,Chlorine - Alt Mix,0,2019-03-08,37i9dQZF1DX6ALfRKlHn1t,Soak Up the Sun,Twenty One Pilots,
2v06ZOVTUrUoBNKOCqS22m,2021,Cocoon,0,2016-11-11,37i9dQZF1DX6ALfRKlHn1t,Soak Up the Sun,Milky Chance,
3ZQ3kDvbNYIZI4uR1qQHII,2021,August,62,2020-04-03,37i9dQZF1DX6ALfRKlHn1t,Soak Up the Sun,Intelligency,
2rg2kUSCdZsd2Kd4IAcPjx,2021,All Right,48,2018-10-05,37i9dQZF1DX6ALfRKlHn1t,Soak Up the Sun,Cisco Adler,"gnash, "
5xPcLp3G2eaR2rrKHKsFME,2021,Guitar Beat,49,2017-02-24,37i9dQZF1DX6ALfRKlHn1t,Soak Up the Sun,Prelow,
4BNs4huwF1Vmdin9lEPOOS,2021,Inside Out,48,2020-03-13,37i9dQZF1DX6ALfRKlHn1t,Soak Up the Sun,Grouplove,
5mpLcXEsk3jjzLFGuNKk5I,2021,Flashed Junk Mind,63,2014-06-20,37i9dQZF1DX6ALfRKlHn1t,Soak Up the Sun,Milky Chance,
4OHnqedhcXexo7f2a5RiZY,2021,Walk on the Moon (feat. Lynx),44,2018-03-06,37i9dQZF1DX6ALfRKlHn1t,Soak Up the Sun,Luke Mitrani,"Lynx, "
7FX3ZWE70VRjsprg5oeECc,2021,Talk Too Much,58,2016-05-06,37i9dQZF1DX6ALfRKlHn1t,Soak Up the Sun,COIN,
5rYcKq7mpdhmGj3Z6WzhMa,2021,Electrified,46,2018-06-15,37i9dQZF1DX6ALfRKlHn1t,Soak Up the Sun,Just Loud,
0yvh57pFxh3KQ20ymBfvCs,2021,Visions (Featuring Chloe Chaidez of Kitten),45,2018-07-20,37i9dQZF1DX6ALfRKlHn1t,Soak Up the Sun,Dirty Heads,"Kitten, "
1SVbYemhVlCGnpxUF3gyLH,2021,California,55,2019-03-29,37i9dQZF1DX6ALfRKlHn1t,Soak Up the Sun,O.A.R.,
35cWnQKyLjmzkq81M51D9n,2021,World on Fire (feat. Slightly Stoopid),60,2019-08-30,37i9dQZF1DX6ALfRKlHn1t,Soak Up the Sun,Stick Figure,"Slightly Stoopid, "
4tNYuLrlxTb8DSVL3bO9F1,2021,Sunday Vibe,51,2019-05-15,37i9dQZF1DX6ALfRKlHn1t,Soak Up the Sun,Cisco Adler,"G. Love & Special Sauce, "
7aZkSXM4C6XBspwHaLSvaJ,2021,Crazy Mad Beautiful,49,2019-07-11,37i9dQZF1DX6ALfRKlHn1t,Soak Up the Sun,Luke Mitrani,
45FrYVS9BScbfO8lujdsW0,2021,Saturday Sun,44,2018-02-01,37i9dQZF1DX6ALfRKlHn1t,Soak Up the Sun,Vance Joy,
3892iPhCn6bo6T6hr661Eh,2021,Milk & Coffee,0,2018-03-23,37i9dQZF1DX6ALfRKlHn1t,Soak Up the Sun,NoMBe,
4BMBpU3AbNPjsHk41S0uSl,2021,Solamente,52,2021-05-20,37i9dQZF1DX6ALfRKlHn1t,Soak Up the Sun,Tai Verdes,
6NcHJ23mLQKnVxQcOmT7JW,2021,Someday - Remastered,57,2005-06-17,37i9dQZF1DX6ALfRKlHn1t,Soak Up the Sun,Sugar Ray,
2QCndYqRherBtKjBpyySC6,2021,Sober Up,0,2017-06-09,37i9dQZF1DX6ALfRKlHn1t,Soak Up the Sun,AJR,"Rivers Cuomo, "
1AO26gK1sI6PoFY9eUF8yV,2021,Stone Love,61,2002-03-26,37i9dQZF1DX6ALfRKlHn1t,Soak Up the Sun,Pepper,
5Bgcj6beEiO5VYhna8774M,2021,I Wanna Be Your High,56,2020-12-11,37i9dQZF1DX6ALfRKlHn1t,Soak Up the Sun,Chad Tepper,"DREAMERS, "
1bFjZtKMLAd63AILwrGl5l,2021,Golden Age,43,2017-07-21,37i9dQZF1DX6ALfRKlHn1t,Soak Up the Sun,Late Night Episode,
6lDEE2dGyBEHNOGFlFgswu,2021,Lula On The Beach,0,2017-09-15,37i9dQZF1DX6ALfRKlHn1t,Soak Up the Sun,Seaway,
2TV9fAIDDJ3dMwJCj1a5pc,2021,Window,55,2017-05-19,37i9dQZF1DX6ALfRKlHn1t,Soak Up the Sun,MAGIC GIANT,
6A0vng1rw4wppz1BZ4cuaQ,2021,Tijuana Sunrise,43,2017-07-14,37i9dQZF1DX6ALfRKlHn1t,Soak Up the Sun,Goldfinger,
26IEVYmeFletNA10cOkdBb,2021,Celebrate,50,2018-02-23,37i9dQZF1DX6ALfRKlHn1t,Soak Up the Sun,Rebelution,
7hx6Llz6nbZSMu1Bby1caB,2021,She Came Down From The Stars,43,2021-02-05,37i9dQZF1DX6ALfRKlHn1t,Soak Up the Sun,Nathan Day,
2ENsMXM68ytMHhRVjltrOj,2021,Straight Jacket,0,2017-08-18,37i9dQZF1DX6ALfRKlHn1t,Soak Up the Sun,Bay Ledges,
06ClI3XK2FPR5uP8tPcFS1,2021,Around The World,57,2016-10-14,37i9dQZF1DX6ALfRKlHn1t,Soak Up the Sun,Kings of Leon,
2Z8WuEywRWYTKe1NybPQEW,2021,Ride,82,2015-05-15,37i9dQZF1DX6ALfRKlHn1t,Soak Up the Sun,Twenty One Pilots,
0wnwcuAm6WlXLhyJRlYyPe,2021,Mary Go Round,14,2021-10-22,37i9dQZF1DX6ALfRKlHn1t,Soak Up the Sun,Soulex,
29UccmEOSp9Zb4YTdPk8Ks,2021,Firebird,49,2017-03-17,37i9dQZF1DX6ALfRKlHn1t,Soak Up the Sun,Milky Chance,
1gk3FhAV07q9Jg77UxnVjX,2021,Gooey,71,2014-06-03,37i9dQZF1DX6ALfRKlHn1t,Soak Up the Sun,Glass Animals,
6Uaz0UV4y7EPdviYUDWwlu,2021,Hollow Life,0,2015-10-02,37i9dQZF1DX6ALfRKlHn1t,Soak Up the Sun,Coast Modern,
6GsP3uMCd0Dn5T37C93waZ,2021,Sick Love,65,2016-06-17,37i9dQZF1DX6ALfRKlHn1t,Soak Up the Sun,Red Hot Chili Peppers,
64yn6T5miWO6E408RmBsd7,2021,Dance All Night,58,2012-06-19,37i9dQZF1DX6ALfRKlHn1t,Soak Up the Sun,Dirty Heads,"Matisyahu, "
5LtrJHnBO57EoVHsLR6xR8,2021,Palm Reader,55,2021-03-05,37i9dQZF1DX6ALfRKlHn1t,Soak Up the Sun,DREAMERS,"Big Boi, UPSAHL, "
7hVJdledWUXvvHlw8SzXxM,2021,Something Here,43,2017-01-31,37i9dQZF1DX6ALfRKlHn1t,Soak Up the Sun,Day Wave,
2cKBRXAja8JIgF2gSmrMke,2021,Life Itself,0,2016-05-16,37i9dQZF1DX6ALfRKlHn1t,Soak Up the Sun,Glass Animals,
34eGAGPZsfuYf3EiNnWS7E,2021,Doing Good,49,2017-03-17,37i9dQZF1DX6ALfRKlHn1t,Soak Up the Sun,Milky Chance,
0IV5Hor3LGOLk1OlxxriAO,2021,Set On Fire,0,2017-02-24,37i9dQZF1DX6ALfRKlHn1t,Soak Up the Sun,MAGIC GIANT,
1cjiLJacTKtJbdCtMk1XeV,2021,Dark Necessities,51,2016-05-05,37i9dQZF1DX6ALfRKlHn1t,Soak Up the Sun,Red Hot Chili Peppers,
4zag02jtwumRcnPdYYr0Do,2021,Red Dress,52,2016-06-17,37i9dQZF1DX6ALfRKlHn1t,Soak Up the Sun,MAGIC!,
60p2R7bCS2DW1mixI5HUv9,2021,That's All I Need,0,2016-05-13,37i9dQZF1DX6ALfRKlHn1t,Soak Up the Sun,Dirty Heads,
1b91Hfg3v9vxqkAxRZCSEc,2021,The Way It Was,0,2016-08-19,37i9dQZF1DX6ALfRKlHn1t,Soak Up the Sun,Coast Modern,
6tNQw4RAj7oYogHXVzKJg8,2021,Feels Like Summer,43,2017-03-16,37i9dQZF1DX6ALfRKlHn1t,Soak Up the Sun,Weezer,
7JgYCXSih0sY1EnNImzwdH,2021,Ego,47,2017-03-17,37i9dQZF1DX6ALfRKlHn1t,Soak Up the Sun,Milky Chance,
1cCF6PzZddhyJgYjN8w5qu,2021,Sweet Disaster,0,2016-06-24,37i9dQZF1DX6ALfRKlHn1t,Soak Up the Sun,DREAMERS,
4jsaqIdJ3P6lJ68jRdDVyZ,2021,Bad News,49,2017-10-13,37i9dQZF1DX6ALfRKlHn1t,Soak Up the Sun,Katastro,
5dmlMfZajWNbUskAg9CN3V,2021,Little Green Bag,0,2009-01-01,37i9dQZF1DX6ALfRKlHn1t,Soak Up the Sun,George Baker Selection,
0aTsRTMdA1vUNPE87i3sNE,2021,What Am I Becoming?,44,2016-01-29,37i9dQZF1DX6ALfRKlHn1t,Soak Up the Sun,POP ETC,
69mUNSadIZmIlrpAqss2oB,2021,Good Feeling,0,2019-04-12,37i9dQZF1DX6ALfRKlHn1t,Soak Up the Sun,311,
0K93XuM3E3idV9CHp3HS5n,2021,Blow It Up,44,2021-01-22,37i9dQZF1DX6ALfRKlHn1t,Soak Up the Sun,DENM,
42UaTVeWaNaME7ttu61ykG,2021,Classic (feat. POWERS),50,2014-08-12,37i9dQZF1DX6ALfRKlHn1t,Soak Up the Sun,The Knocks,"POWERS, "
3kb72STxc2959ZqsTwu52i,2021,Ain't No Rest for the Wicked,0,2009-03-27,37i9dQZF1DX6ALfRKlHn1t,Soak Up the Sun,Cage The Elephant,
3CVPyuuD6HxWXgPbbGqbg6,2021,Are You What You Want to Be?,58,2014-03-14,37i9dQZF1DX6ALfRKlHn1t,Soak Up the Sun,Foster The People,
0jzlfI8DL7Uph1ojvUTbJp,2021,Got To My Head,0,2014-02-20,37i9dQZF1DX6ALfRKlHn1t,Soak Up the Sun,Waters,
6Mj7VQqAgDttaxt63bQj4F,2021,Good Morning,0,2016-09-09,37i9dQZF1DX6ALfRKlHn1t,Soak Up the Sun,Grouplove,
2p4Yx2CRINRoK2rNdIq2RE,2021,Says She Loves Me,0,2014-01-21,37i9dQZF1DX6ALfRKlHn1t,Soak Up the Sun,Aer,
4fxtYgcIOqjCq9Ix1pvrzn,2021,No Type,47,2015-05-26,37i9dQZF1DX6ALfRKlHn1t,Soak Up the Sun,New Beat Fund,
6cJqlSO19vsfCsH1FeFI35,2021,Santeria,0,1996-07-30,37i9dQZF1DX6ALfRKlHn1t,Soak Up the Sun,Sublime,
2eXybTEWeIc8y4WMJQwL6l,2021,All Mixed Up,44,2004-06-08,37i9dQZF1DX6ALfRKlHn1t,Soak Up the Sun,311,
53kWAAfx7IopXRa31MQHB8,2019,Good Vibes,70,2020-09-04,37i9dQZF1DXdPec7aLTmlC,Happy Hits!,HRVY,"Matoma, "
5ow0sNF1zSqp71Ix5jEXWU,2019,Dancing in the Moonlight (feat. NEIMY),63,2018-06-22,37i9dQZF1DXdPec7aLTmlC,Happy Hits!,Jubël,"NEIMY, "
5K6Ssv4Z3zRvxt0P6EKUAP,2019,Heartbreak Anthem (with David Guetta & Little Mix),85,2021-05-20,37i9dQZF1DXdPec7aLTmlC,Happy Hits!,Galantis,"David Guetta, Little Mix, "
2ntTfXxuIi3jlePOKSz26N,2019,Risk It All,70,2021-08-20,37i9dQZF1DXdPec7aLTmlC,Happy Hits!,Ella Henderson,"House Gospel Choir, Just Kiddin, "
6bQfNiqyCX7UaQSvVVGo4I,2020,Shivers,71,2021-09-10,37i9dQZF1DXcBWIGoYBM5M,Today's Top Hits,Ed Sheeran,
4wNIkl5XGiAACjFBlDWuSd,2019,What A Man Gotta Do,77,2020-01-17,37i9dQZF1DXdPec7aLTmlC,Happy Hits!,Jonas Brothers,
67H8U1DqJMTv9vCg7P95uR,2016,You And I,0,2019-02-01,37i9dQZF1DX0UrRvztWcAU,Wake Up Happy,LÉON,
5EKiBMhzRLALeGDPdoAKkQ,2016,One Touch,62,2019-05-24,37i9dQZF1DX0UrRvztWcAU,Wake Up Happy,Jess Glynne,"Jax Jones, "
5X73AYzzEE5Di0JwcQKt9N,2019,Bigger Than,67,2019-11-15,37i9dQZF1DXdPec7aLTmlC,Happy Hits!,Justin Jesso,"Seeb, "
3DXdjHnePKnh6oXw2ZgGSl,2019,Smile,66,2020-07-10,37i9dQZF1DXdPec7aLTmlC,Happy Hits!,Katy Perry,
2KpWmfFngrY4ZGTtdCQ6wW,2016,My Girl,40,2019-10-04,37i9dQZF1DX0UrRvztWcAU,Wake Up Happy,Jackson Penn,
022KUgS0Q5c3MTePafMLai,2016,Best of Me,53,2019-04-19,37i9dQZF1DX0UrRvztWcAU,Wake Up Happy,Blake Rose,
7xPIlYAQvOubFllPkn8XSL,2019,Glorious,0,2019-09-13,37i9dQZF1DXdPec7aLTmlC,Happy Hits!,Ella Henderson,
6PQ88X9TkUIAUIZJHW2upE,2020,Bad Habits,97,2021-06-25,37i9dQZF1DXcBWIGoYBM5M,Today's Top Hits,Ed Sheeran,
6Bi4RjKB9pV8yNuexgtCky,2016,I'll Be Alright,51,2019-06-07,37i9dQZF1DX0UrRvztWcAU,Wake Up Happy,Chris Holsten,
3nVJ4tGeLFR6HUiz3e7qAe,2016,Happy Kids,57,2018-11-09,37i9dQZF1DX0UrRvztWcAU,Wake Up Happy,John De Sohn,
6oJ6le65B3SEqPwMRNXWjY,2019,Higher Love,78,2019-06-28,37i9dQZF1DXdPec7aLTmlC,Happy Hits!,Kygo,"Whitney Houston, "
35MKhw2YBKApmD7fAnPERC,2016,Faith (with Dolly Parton) [feat. Mr. Probz],64,2019-10-25,37i9dQZF1DX0UrRvztWcAU,Wake Up Happy,Galantis,"Dolly Parton, Mr. Probz, "
24ySl2hOPGCDcxBxFIqWBu,2019,Rain On Me (with Ariana Grande),79,2020-05-22,37i9dQZF1DXdPec7aLTmlC,Happy Hits!,Lady Gaga,"Ariana Grande, "
0mA7zotmg2ZFMRALljdZsS,2019,Cloudy Day,71,2021-06-10,37i9dQZF1DXdPec7aLTmlC,Happy Hits!,Tones And I,
4PkIDTPGedm0enzdvilLNd,2016,Sixteen,67,2019-04-12,37i9dQZF1DX0UrRvztWcAU,Wake Up Happy,Ellie Goulding,
083Qf6hn6sFL6xiOHlZUyn,2016,I'll Be There,66,2018-05-03,37i9dQZF1DX0UrRvztWcAU,Wake Up Happy,Jess Glynne,
3O0e0LHTpza0rYVDbZfQ4r,2016,Can We Pretend (feat. Cash Cash),65,2019-04-11,37i9dQZF1DX0UrRvztWcAU,Wake Up Happy,P!nk,"Cash Cash, "
6UelLqGlWMcVH1E5c4H7lY,2019,Watermelon Sugar,89,2019-12-13,37i9dQZF1DX1g0iEXLFycr,Feel Good Friday,Harry Styles,
3K1vIE8FlvmEy2oCPLQ1UZ,2016,Lady,54,2019-06-14,37i9dQZF1DX0UrRvztWcAU,Wake Up Happy,Blake Rose,
2F83FxNVkK6PPMHuYnwyVc,2016,Let It Be Me (feat. Ava Max),66,2018-09-14,37i9dQZF1DX0UrRvztWcAU,Wake Up Happy,David Guetta,"Ava Max, "
0VrgIjDkmDwlgZk54Try2u,2019,Little Bit Of Love,63,2020-05-08,37i9dQZF1DXdPec7aLTmlC,Happy Hits!,JP Cooper,
4evmHXcjt3bTUHD1cvny97,2016,Beautiful People (feat. Khalid),79,2019-06-28,37i9dQZF1DX0UrRvztWcAU,Wake Up Happy,Ed Sheeran,"Khalid, "
4NSW0Km5ZG60L8FthUebPJ,2016,What I Like About You (feat. Theresa Rex),67,2019-03-22,37i9dQZF1DX0UrRvztWcAU,Wake Up Happy,Jonas Blue,"Theresa Rex, "
5LKNumPGm1bEyVroDE4rcZ,2016,All Night Long (All Night) - Recorded at Spotify Studios Stockholm,0,2019-03-15,37i9dQZF1DX0UrRvztWcAU,Wake Up Happy,Benjamin Ingrosso,
7dLOOzJGQnsgqFcflWiEcZ,2016,Only You,47,2019-11-15,37i9dQZF1DX0UrRvztWcAU,Wake Up Happy,Hogland,"Bryan Finlay, "
27u7t9d7ZQoyjsCROHuZJ3,2019,Tick Tock (feat. 24kGoldn),78,2020-08-21,37i9dQZF1DXdPec7aLTmlC,Happy Hits!,Clean Bandit,"Mabel, 24kGoldn, "
6RMMUeYPFoOSL7lMTnMURk,2016,Ooh La La,0,2019-06-28,37i9dQZF1DX0UrRvztWcAU,Wake Up Happy,Josie Dunne,
1KixkQVDUHggZMU9dUobgm,2019,My Head & My Heart,82,2020-09-18,37i9dQZF1DXdPec7aLTmlC,Happy Hits!,Ava Max,
1t492ZhMkze1qxpJsB1s7J,2016,Until I Die,42,2019-12-06,37i9dQZF1DX0UrRvztWcAU,Wake Up Happy,Mike Perry,"Joe Buck, "
59qrUpoplZxbIZxk6X0Bm3,2019,Take You Dancing,82,2020-07-22,37i9dQZF1DXdPec7aLTmlC,Happy Hits!,Jason Derulo,
6zTKuNMEU3svBn65L6u88M,2016,Bad Vibrations,52,2018-09-21,37i9dQZF1DX0UrRvztWcAU,Wake Up Happy,Jesper Jenset,
1pfgsjmxVZhoZpeDx6POKv,2016,Bones (feat. OneRepublic),65,2019-01-31,37i9dQZF1DX0UrRvztWcAU,Wake Up Happy,Galantis,"OneRepublic, "
6iMoJ3UdrO2ZjzzcaN8Eom,2016,Somebody,54,2018-09-28,37i9dQZF1DX0UrRvztWcAU,Wake Up Happy,Sigala,"HRVY, Nina Nesbitt, "
3WKBNbYx32xlJQ0puFCnAJ,2016,Too Good To Be True,56,2017-09-22,37i9dQZF1DX0UrRvztWcAU,Wake Up Happy,Rhys,
4w7aLWzTe5FmvHSbuunVsl,2016,Somebody I'm Not,43,2018-11-16,37i9dQZF1DX0UrRvztWcAU,Wake Up Happy,Martin Jensen,"Bjørnskov, "
76nqCfJOcFFWBJN32PAksn,2019,Kings & Queens,8,2020-03-12,37i9dQZF1DXdPec7aLTmlC,Happy Hits!,Ava Max,
5T490vvoFNU6psep0NPmxs,2019,Savage Love (Laxed - Siren Beat),69,2020-06-09,37i9dQZF1DXdPec7aLTmlC,Happy Hits!,Jawsh 685,"Jason Derulo, "
0jlpHhGUFn4aAWLsRRnwep,2016,Magnets (feat. Sophie Simmons),48,2019-05-10,37i9dQZF1DX0UrRvztWcAU,Wake Up Happy,Sam Feldt,"Sophie Simmons, "
73kz81vSBTPcERJlvhsYKp,2016,Summertime,50,2019-07-01,37i9dQZF1DX0UrRvztWcAU,Wake Up Happy,Becca VanDerbeck,"Matt Heath, Noel Goff, "
6S4rxhzx2kL8DHUGkVp1RK,2016,All For You,0,2019-04-19,37i9dQZF1DX0UrRvztWcAU,Wake Up Happy,The Waked,"Hanna Löwenborg, "
4HImpc812W2CgT8M0eWD09,2016,high.,0,2019-08-09,37i9dQZF1DX0UrRvztWcAU,Wake Up Happy,shades.,
2lw3naleLuf81Si3tuFVak,2016,Let Them Know,75,2021-06-18,37i9dQZF1DX0UrRvztWcAU,Wake Up Happy,Mabel,
0ND8rF8oirMXtE59n585P6,2016,17,65,2019-06-28,37i9dQZF1DX0UrRvztWcAU,Wake Up Happy,Julia Michaels,
3205YaV6srWWF1WmebkLdA,2016,Love You Like That,0,2017-10-13,37i9dQZF1DX0UrRvztWcAU,Wake Up Happy,Dagny,
14sOS5L36385FJ3OL8hew4,2016,Happy Now,72,2018-10-26,37i9dQZF1DX0UrRvztWcAU,Wake Up Happy,Kygo,"Sandro Cavazza, "
6LS5QB8GW8raREqEEQPEMs,2016,Forgive Me Friend,0,2018-08-10,37i9dQZF1DX0UrRvztWcAU,Wake Up Happy,Smith & Thell,"Swedish Jam Factory, "
6cx06DFPPHchuUAcTxznu9,2019,Head & Heart (feat. MNEK),86,2020-07-03,37i9dQZF1DXdPec7aLTmlC,Happy Hits!,Joel Corry,"MNEK, "
3gFgp6Ofp808Kc2qLQiN5e,2016,123,54,2018-09-28,37i9dQZF1DX0UrRvztWcAU,Wake Up Happy,Jess Glynne,
7xOUwZR2KLFkVU8Ukils74,2016,It's Alright,0,2019-06-24,37i9dQZF1DX0UrRvztWcAU,Wake Up Happy,Motel 7,
7MbZIh0vnrayVbdaXCOyo1,2016,Sometimes,52,2019-10-18,37i9dQZF1DX0UrRvztWcAU,Wake Up Happy,NEIKED,"KES KROSS, Jackson Penn, "
0DC7Zs2qvAbNK1owWQ4mlL,2016,Perfect to Me,67,2018-11-02,37i9dQZF1DX0UrRvztWcAU,Wake Up Happy,Anne-Marie,
1lGVyEkGHUz7Pg78QGaS4a,2016,Wanted,59,2019-09-27,37i9dQZF1DX0UrRvztWcAU,Wake Up Happy,NOTD,"Daya, "
0dRyEwPjQBxIFt0hG5vYUK,2016,Bigger Heart,49,2018-09-21,37i9dQZF1DX0UrRvztWcAU,Wake Up Happy,Crying Day Care Choir,
3y3brCCecHC3Db18aIOnny,2016,"Carry On (from the Original Motion Picture ""POKÉMON Detective Pikachu"")",68,2019-04-19,37i9dQZF1DX0UrRvztWcAU,Wake Up Happy,Kygo,"Rita Ora, "
46W9iEjOg5nkMvb6lo4Jwz,2016,Don’t Give Up On Me Now,52,2019-05-10,37i9dQZF1DX0UrRvztWcAU,Wake Up Happy,R3HAB,"Julie Bergan, "
0FuTx2s3YH1ppmtiM6l0zI,2016,September Song,0,2016-09-16,37i9dQZF1DX0UrRvztWcAU,Wake Up Happy,JP Cooper,
1oLSje4Ot5qRUq8FqYeXOl,2016,Don’t Feel Like Crying,54,2019-01-17,37i9dQZF1DX0UrRvztWcAU,Wake Up Happy,Sigrid,
6R6ux6KaKrhAg2EIB2krdU,2016,Without You,66,2016-01-15,37i9dQZF1DX0UrRvztWcAU,Wake Up Happy,Parachute,
6EBlOYNcZ8MrdEov9lEdV6,2016,Hold The Line (feat. A R I Z O N A),64,2019-06-06,37i9dQZF1DX0UrRvztWcAU,Wake Up Happy,Avicii,"A R I Z O N A, "
4fCAOaMs0PYL58OijKp2IS,2016,"fuck, i’m lonely - Ofenbach Remix",0,2019-08-30,37i9dQZF1DX0UrRvztWcAU,Wake Up Happy,Lauv,"Anne-Marie, Ofenbach, "
4Gy6pnhY9GGE3nqD3d0CmU,2016,Too Close,49,2019-10-16,37i9dQZF1DX0UrRvztWcAU,Wake Up Happy,Ria Mae,"Dan Talevski, "
6iM9PebIqd6fiUlcxm4Fkp,2016,Costa Rica,52,2019-07-12,37i9dQZF1DX0UrRvztWcAU,Wake Up Happy,Benjamin Ingrosso,
5siE2dsOEkxxB8GuyOxPyg,2016,Antisocial Socialites,44,2019-03-07,37i9dQZF1DX0UrRvztWcAU,Wake Up Happy,Kyan Palmer,"nicopop., Yuri Joness, "
0z8hI3OPS8ADPWtoCjjLl6,2019,Summer of Love (Shawn Mendes & Tainy),86,2021-08-20,37i9dQZF1DXdPec7aLTmlC,Happy Hits!,Shawn Mendes,"Tainy, "
7mkm8ry8rZEzJ9C5wQZZrY,2016,No Matter (Basic Tape vs. Frances),49,2017-03-10,37i9dQZF1DX0UrRvztWcAU,Wake Up Happy,Basic Tape,
59E7kJadiZbcYhek0tEU9s,2016,Conversation (feat. Kojo Funds),45,2019-08-16,37i9dQZF1DX0UrRvztWcAU,Wake Up Happy,Sabina Ddumba,"Kojo Funds, "
463CkQjx2Zk1yXoBuierM9,2020,Levitating (feat. DaBaby),86,2020-10-01,37i9dQZF1DXcBWIGoYBM5M,Today's Top Hits,Dua Lipa,"DaBaby, "
6KgBpzTuTRPebChN0VTyzV,2016,Good as Hell,74,2019-04-17,37i9dQZF1DX0UrRvztWcAU,Wake Up Happy,Lizzo,
1fPHyztOupqwpBYRmi5KAf,2016,Jealous,44,2018-08-17,37i9dQZF1DX0UrRvztWcAU,Wake Up Happy,Oliver Nelson,"Tobtok, Sorana, "
3HVWdVOQ0ZA45FuZGSfvns,2016,I Don't Care (with Justin Bieber),81,2019-05-10,37i9dQZF1DX0UrRvztWcAU,Wake Up Happy,Ed Sheeran,"Justin Bieber, "
0auKqMQXBTQ80h034wcsOA,2016,Changes,0,2019-04-12,37i9dQZF1DX0UrRvztWcAU,Wake Up Happy,Mike Perry,"Dimitri Vangelis & Wyman, Ten Times, The Companions, "
5CLGzJsGqhCEECcpnFQA8x,2016,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",75,2018-01-19,37i9dQZF1DX0UrRvztWcAU,Wake Up Happy,Rudimental,"Jess Glynne, Macklemore, Dan Caplen, "
0VjIjW4GlUZAMYd2vXMi3b,2016,Blinding Lights,92,2020-03-20,37i9dQZF1DX0UrRvztWcAU,Wake Up Happy,The Weeknd,
1yAPglN5AGf7UoLK062ZYq,2016,Wish You Well,67,2019-05-24,37i9dQZF1DX0UrRvztWcAU,Wake Up Happy,Sigala,"Becky Hill, "
08Bo3D8B7krvdkQKaAT7Oa,2016,I Wouldn't Lie,49,2018-05-25,37i9dQZF1DX0UrRvztWcAU,Wake Up Happy,Steerner,
5LVCtUQQOr1JmwdUufLaw7,2016,Teenage Minds,4,2019-02-08,37i9dQZF1DX0UrRvztWcAU,Wake Up Happy,Jubël,
01k24g94i1JvkFLQmVEdCd,2016,If You're Over Me,58,2018-05-10,37i9dQZF1DX0UrRvztWcAU,Wake Up Happy,Years & Years,
1csB4kgdyglOQdH0EyFIqy,2016,Say Love,0,2018-03-30,37i9dQZF1DX0UrRvztWcAU,Wake Up Happy,James TW,
5Ef2noaxqTAfa5gLVw05OJ,2016,You Come First (feat. Saweetie),51,2018-10-19,37i9dQZF1DX0UrRvztWcAU,Wake Up Happy,Zak Abel,"Saweetie, "
61fUmn6wYvU7qS62wNvQFN,2016,Lovin' Each Day,61,2000-01-01,37i9dQZF1DX0UrRvztWcAU,Wake Up Happy,Ronan Keating,
3dY2OHsFFN0oWYgJbrxsxl,2016,Totally (feat. Jon Eyden),49,2019-04-19,37i9dQZF1DX0UrRvztWcAU,Wake Up Happy,Madden,"Jon Eyden, "
4saklk6nie3yiGePpBwUoc,2016,Dynamite,87,2020-11-20,37i9dQZF1DX0UrRvztWcAU,Wake Up Happy,BTS,
73h4oe03sZy8bXfQLfnqMv,2019,Who's Laughing Now,1,2020-07-30,37i9dQZF1DXdPec7aLTmlC,Happy Hits!,Ava Max,
4YkQnt0L3Zz8brw3Z9WElf,2016,Home Alone,43,2019-09-27,37i9dQZF1DX0UrRvztWcAU,Wake Up Happy,Walk Off the Earth,
34awK00Tgp6KW6jgxiY5mR,2016,Closer To You (feat. Sinéad Harnett),45,2018-11-16,37i9dQZF1DX0UrRvztWcAU,Wake Up Happy,Dan Caplen,"Sinead Harnett, "
6oA7NzN7FgmXv7l7Y638HL,2016,No More,43,2018-03-23,37i9dQZF1DX0UrRvztWcAU,Wake Up Happy,Olivera,
