,year featured,track_name,track_popularity,release_date,playlist_id,playlist_name,lead_artist,supporting_artists
3yDhZq8f17SmumVmEyCaRN,2021,Give It Up,68,2016-03-11,37i9dQZF1DWYAcBZSAVhlf,Walking On Sunshine,KC & The Sunshine Band,
60HDLY1Dh2Hy9wTVI3WPzO,2021,Every Little Thing She Does Is Magic - Remastered 2003,0,1981-10-02,37i9dQZF1DWYAcBZSAVhlf,Walking On Sunshine,The Police,
6pPCOXIQeNMr1oCWJTomSf,2021,Sisters Are Doin' It for Themselves - Remastered Version,56,1985-04-29,37i9dQZF1DWYAcBZSAVhlf,Walking On Sunshine,Eurythmics,"Annie Lennox, Dave Stewart, Aretha Franklin, "
2wSAWEYUHkt92X4SBAPqZE,2021,Karma Chameleon - Remastered 2002,74,1983-10-01,37i9dQZF1DWYAcBZSAVhlf,Walking On Sunshine,Culture Club,
7o9KG7iQY8KACz7PZXYpyv,2021,We Don't Have To Take Our Clothes Off,57,2011-01-01,37i9dQZF1DWYAcBZSAVhlf,Walking On Sunshine,Jermaine Stewart,
4W4wYHtsrgDiivRASVOINL,2021,Love Shack,72,1989-06-23,37i9dQZF1DWYAcBZSAVhlf,Walking On Sunshine,The B-52's,
4czNORk5MjW5WOn98bki32,2021,All Night Long (All Night) - Single Version,72,1992-01-01,37i9dQZF1DWYAcBZSAVhlf,Walking On Sunshine,Lionel Richie,
1qvDt6W8oaTO9Q4pFNMFEm,2021,Morning Train (Nine to Five) - Edit,57,1981,37i9dQZF1DWYAcBZSAVhlf,Walking On Sunshine,Sheena Easton,
5yGTQzYbEdY6B9RFZJypgt,2021,Rhythm Of The Night,66,1985,37i9dQZF1DWYAcBZSAVhlf,Walking On Sunshine,DeBarge,
5OKScc0MSa9Wl8g2zrulLn,2021,Cherish,52,1989-03-21,37i9dQZF1DWYAcBZSAVhlf,Walking On Sunshine,Madonna,
2ZqT3GcisHUBsEaqhLGHwU,2021,Break My Stride,61,2001-08-08,37i9dQZF1DWYAcBZSAVhlf,Walking On Sunshine,Matthew Wilder,
62LJFaYihsdVrrkgUOJC05,2021,Kiss,74,1986-03-31,37i9dQZF1DWYAcBZSAVhlf,Walking On Sunshine,Prince,
0ZfM5XfJTtFPhOxAERRnNY,2021,The Look,1,1988-10-19,37i9dQZF1DWYAcBZSAVhlf,Walking On Sunshine,Roxette,
1MK5FOmm5ppLIS2Ga3jHlT,2021,I Should Be So Lucky,55,1988-07-04,37i9dQZF1DWYAcBZSAVhlf,Walking On Sunshine,Kylie Minogue,
6uP1ltEgH9Na7C1AkxJTvF,2021,Gimme Gimme Gimme (with Patti Austin),51,1985,37i9dQZF1DWYAcBZSAVhlf,Walking On Sunshine,Narada Michael Walden,"Patti Austin, "
3koCCeSaVUyrRo3N2gHrd8,2021,Let's Groove,83,1981-11-14,37i9dQZF1DWYAcBZSAVhlf,Walking On Sunshine,"Earth, Wind & Fire",
3Swc1delyFn1fwPDkInUhC,2021,Feels Like I'm in Love,56,1980,37i9dQZF1DWYAcBZSAVhlf,Walking On Sunshine,Kelly Marie,
1NUDglpwwjYElxi6siVRka,2021,Love Train,45,1989,37i9dQZF1DWYAcBZSAVhlf,Walking On Sunshine,Holly Johnson,
22sLuJYcvZOSoLLRYev1s5,2021,Material Girl,73,2009-09-18,37i9dQZF1DWYAcBZSAVhlf,Walking On Sunshine,Madonna,
57Y3UccJEJqT8w8RWkUAz0,2021,Upside Down,67,1980-05-22,37i9dQZF1DWYAcBZSAVhlf,Walking On Sunshine,Diana Ross,
2olVm1lHicpveMAo4AUDRB,2021,The Power Of Love,74,2006-01-01,37i9dQZF1DWYAcBZSAVhlf,Walking On Sunshine,Huey Lewis & The News,
2RsIjB4ZFnxnUCfnDD1NuW,2021,Oh l'amour,1,1986-05-01,37i9dQZF1DWYAcBZSAVhlf,Walking On Sunshine,Erasure,
3rOD3MfHaXawznE0vrjM5B,2021,Our House,0,2011-09-19,37i9dQZF1DWYAcBZSAVhlf,Walking On Sunshine,Madness,
0MHTpNtTcrdseMWAhh7Sdp,2021,Hot In The City - 2001 Digital Remaster,0,1982,37i9dQZF1DWYAcBZSAVhlf,Walking On Sunshine,Billy Idol,
2MKsIrTocRAHcYnl6SKD4r,2021,Jump to the Beat,47,1980,37i9dQZF1DWYAcBZSAVhlf,Walking On Sunshine,Stacy Lattisaw,
2mXvx5UORysNIFVnsuo3kc,2021,You Came - Single Version,60,1988,37i9dQZF1DWYAcBZSAVhlf,Walking On Sunshine,Kim Wilde,
2vbTr48Vc4y4PUEcGYYlvK,2021,A Rockin' Good Way (To Mess Around and Fall In Love),0,1990-04-28,37i9dQZF1DWYAcBZSAVhlf,Walking On Sunshine,Shakin' Stevens,"Bonnie Tyler, "
5hRXW7bDPwj08jTI74N3gg,2021,Dressed For Success,0,1988-10-19,37i9dQZF1DWYAcBZSAVhlf,Walking On Sunshine,Roxette,
2WfaOiMkCvy7F5fcp2zZ8L,2021,Take on Me,85,1985-06-01,37i9dQZF1DWYAcBZSAVhlf,Walking On Sunshine,a-ha,
3Uyxe1fbF4zWSEwy38qgMw,2021,Neutron Dance,53,1983-04-01,37i9dQZF1DWYAcBZSAVhlf,Walking On Sunshine,The Pointer Sisters,
5AhRNIjYPBleR1lfHphcrE,2021,The Edge of Heaven,56,1986-07-01,37i9dQZF1DWYAcBZSAVhlf,Walking On Sunshine,Wham!,
4EA4ybyDidKtkER5IhasZe,2021,You Came,52,1988,37i9dQZF1DWYAcBZSAVhlf,Walking On Sunshine,Kim Wilde,
3irfOZS30z0snSh5vOPs2V,2021,Belle Vie De Tous Les Jours,55,2021-10-01,37i9dQZF1DX1s9knjP51Oa,Calm Vibes,Baudouin Béringer,
3a2fZ1oqZMDnjFI5ANACiz,2021,Blåregn,65,2021-08-13,37i9dQZF1DX1s9knjP51Oa,Calm Vibes,Jacob David,
6U0Rth9EM8xwmg7rtrKV3t,2021,Everlasting,66,2021-09-17,37i9dQZF1DX1s9knjP51Oa,Calm Vibes,Cassandra Nestico,
3CQN71R8GSjtdBKodHBai2,2021,Lämna,54,2021-10-22,37i9dQZF1DX1s9knjP51Oa,Calm Vibes,Lo Mimieux,
1HVMOiJZzq3F8o8VEQsh77,2021,Rós,57,2021-04-10,37i9dQZF1DX1s9knjP51Oa,Calm Vibes,Jonny Colgan,
76agaZQuHOXaW7FoulqfD0,2021,Who You Are,58,2021-09-03,37i9dQZF1DX1s9knjP51Oa,Calm Vibes,Cary Appleby,
5NZHO5vtIllEHntPiTwfwd,2021,Se Réveiller,60,2021-10-01,37i9dQZF1DX1s9knjP51Oa,Calm Vibes,Eugène Arnaud,
5RWA30VaTsYkFrkzxKL3aK,2021,Luminous,65,2021-10-15,37i9dQZF1DX1s9knjP51Oa,Calm Vibes,Ludovico Einaudi,
6vkmvL8i9sfIHoAlzJcfAO,2021,Pour toujours,62,2021-01-15,37i9dQZF1DX1s9knjP51Oa,Calm Vibes,Bernadette Boulet,
2hxaiA9EtXjMlXhG6SCoW8,2021,In The Stars,67,2021-09-10,37i9dQZF1DX1s9knjP51Oa,Calm Vibes,Rebecca Woods,
6DRCugEZcKbSOK9OT5cNvM,2021,Fiore,62,2021-10-08,37i9dQZF1DX1s9knjP51Oa,Calm Vibes,Alvize Fantacone,
0OiXiEqUyVZrz8OnJkek2q,2021,"Apart, Together",33,2021-10-22,37i9dQZF1DX1s9knjP51Oa,Calm Vibes,Garreth Broke,
2IxfYyUQFZWoopvcfOmKnV,2021,Impressions,58,2021-04-16,37i9dQZF1DX1s9knjP51Oa,Calm Vibes,Joseph Vaux,
2vevoLZEoZTCAYsvc1TDnq,2021,Velez-Malaga,62,2021-08-30,37i9dQZF1DX1s9knjP51Oa,Calm Vibes,Rosa Monteiro,
5BBfQHJVWKxlVEccsELxDI,2021,Me Donner Un Essai,54,2021-09-30,37i9dQZF1DX1s9knjP51Oa,Calm Vibes,Zander Shaelyn,
1s8esXu1jTNJ49RwotQLSc,2021,Swamp,60,2021-05-14,37i9dQZF1DX1s9knjP51Oa,Calm Vibes,Hiroko Murakami,"Hiroco.M, "
41jpD9d8fOSzOya79B7A7K,2021,Friend,62,2021-05-21,37i9dQZF1DX1s9knjP51Oa,Calm Vibes,Leonard Anderson,
4Vuegf7MFlYZ5h8WK973O3,2021,The Chapel,60,2021-10-15,37i9dQZF1DX1s9knjP51Oa,Calm Vibes,Edgar De Vries,
7geHCfvKGWHQ9d24S2a2aa,2021,Suki Desu,56,2021-06-24,37i9dQZF1DX1s9knjP51Oa,Calm Vibes,Marlon Guild,
3Xv7jBMmkJE5qvWRxXGG9N,2021,Water Lilly Pond,52,2021-10-08,37i9dQZF1DX1s9knjP51Oa,Calm Vibes,Malouvia,
1xPmKqrO1cjC34XQY6oV2Z,2021,from the hills,40,2021-10-15,37i9dQZF1DX1s9knjP51Oa,Calm Vibes,Tom Merrall,
1Pjy5zOeaXPieqUfiSdGEb,2021,L’herbe verte,59,2021-06-18,37i9dQZF1DX1s9knjP51Oa,Calm Vibes,Marceau Sartre,
1BMXuo67CPYuccFQO0r0v9,2021,Hymne d'été,51,2021-08-30,37i9dQZF1DX1s9knjP51Oa,Calm Vibes,Gael Motif,
14sKAbkXofaqoVmEP52Ire,2021,Nocturne,62,2021-10-01,37i9dQZF1DX1s9knjP51Oa,Calm Vibes,Muriël Bostdorp,
1NgM2SEuhj7pAzeVTF6Oe5,2021,Testimony,61,2021-05-18,37i9dQZF1DX1s9knjP51Oa,Calm Vibes,Genevieve Melton,
5YwXUOcRaJNOoEImMYLIfu,2021,Luna piena,63,2021-09-10,37i9dQZF1DX1s9knjP51Oa,Calm Vibes,Lorenzo Fiore,
0mdIhRa6uUwlHmEuUuvuKA,2021,Quiet,61,2021-10-01,37i9dQZF1DX1s9knjP51Oa,Calm Vibes,Franz Ewer,
3tFmZIO4nrqHC5oPumnSnO,2021,Cronopio,52,2021-10-22,37i9dQZF1DX1s9knjP51Oa,Calm Vibes,Franco Robert,
3kInd0TVmBr2TaumXmTZbN,2021,Keepsake,58,2021-02-26,37i9dQZF1DX1s9knjP51Oa,Calm Vibes,Isobel Watkins,
6QCddEiJ7fLtmoGsq1kWdq,2021,The Phenomenon,51,2021-09-03,37i9dQZF1DX1s9knjP51Oa,Calm Vibes,Macauley Hubert,
0zhaw7PAf3Wofl1yANAOa0,2021,Arcticgrey,51,2021-10-01,37i9dQZF1DX1s9knjP51Oa,Calm Vibes,The Masked Pianoman,
2RMhNaRMKIoOlANHwfcaP1,2021,Brief Moments,58,2021-10-14,37i9dQZF1DX1s9knjP51Oa,Calm Vibes,Linn Hope,
1wVGlAEohNLnz29Iojl2BI,2021,Peace,64,2021-08-27,37i9dQZF1DX1s9knjP51Oa,Calm Vibes,Sanna Aalto,
4GQ9KRA4zzD4JTYFqAdNnt,2021,La Perte,47,2021-09-10,37i9dQZF1DX1s9knjP51Oa,Calm Vibes,Verney Pépin,
6Jl2hMsoSdY0RsfJZuGt9P,2021,Dream In Color,46,2021-10-14,37i9dQZF1DX1s9knjP51Oa,Calm Vibes,Aveline Evan,
0LWWi4CHmFfPDV005TLzPP,2021,Koto,58,2021-01-29,37i9dQZF1DX1s9knjP51Oa,Calm Vibes,Hideyuki Hashimoto,
5lS2q5nrx4qmBUD2ew3QMV,2021,Silent joy,57,2021-09-26,37i9dQZF1DX1s9knjP51Oa,Calm Vibes,Lester Dann,
6G0iS7Lf08bZgjrdV1aRZ2,2021,Time Will Tell,52,2021-01-20,37i9dQZF1DX1s9knjP51Oa,Calm Vibes,Lea Lewis,
5pnQN6F1XTlhScEjuIUOWu,2021,Adventure Book,49,2021-09-24,37i9dQZF1DX1s9knjP51Oa,Calm Vibes,Jesse Brown,"Jackson Love, "
7HqxTwva2cSMSbLDAEzaI5,2021,Lumière Du Matin,52,2021-10-21,37i9dQZF1DX1s9knjP51Oa,Calm Vibes,Abelin Lagarde,
1hsC8r1VfGSuGCwLWbzmEh,2021,When you were near,61,2021-06-11,37i9dQZF1DX1s9knjP51Oa,Calm Vibes,Isabella Morales,
7vMeKpR5hUoPo8nylUFO5x,2021,Fall In Grace,49,2021-09-03,37i9dQZF1DX1s9knjP51Oa,Calm Vibes,Chris DiGiorgio,
3FhYBQP28W7QkYq09IAjPH,2021,Evensong,33,2021-10-15,37i9dQZF1DX1s9knjP51Oa,Calm Vibes,Ben Crosland,
6bYu9TU2rm2rYvlalCReDa,2021,Pensive,40,2021-10-07,37i9dQZF1DX1s9knjP51Oa,Calm Vibes,Ina Lawson,
0i5RkqFU2XfihIcxTxG3h1,2021,Home full of solipsism,59,2021-10-08,37i9dQZF1DX1s9knjP51Oa,Calm Vibes,Biba Dupont,
17My9MgcVSH9ABRiXtiZSv,2021,Written in Stone,54,2021-05-21,37i9dQZF1DX1s9knjP51Oa,Calm Vibes,Javi Lobe,
5EaqAJx6JpnQkJ7HM9X3hC,2021,Libélula,58,2021-08-20,37i9dQZF1DX1s9knjP51Oa,Calm Vibes,Coralia del Villar,
0kCN1NYNHTB39vgjcv7Sqx,2021,Elixir,39,2021-10-07,37i9dQZF1DX1s9knjP51Oa,Calm Vibes,Nia Glynn,
59uTTjYZrhemOxdwht85fA,2021,Coelicolor,44,2021-10-15,37i9dQZF1DX1s9knjP51Oa,Calm Vibes,Eu Nice,
0Bip0zvXgJNLImBHYkJkQG,2021,Next Part Of The Dream,60,2021-05-14,37i9dQZF1DX1s9knjP51Oa,Calm Vibes,Grace Olimpia,
4li3ITSBXpSovNGyNEBDeM,2021,In Good And Bad Times,60,2021-08-27,37i9dQZF1DX1s9knjP51Oa,Calm Vibes,Leon den Engelsen,
1XkTvyqh9ECRpqwbnxoZCv,2021,When We Dance,62,2021-07-02,37i9dQZF1DX1s9knjP51Oa,Calm Vibes,Bjarni Erlingursson,
0LOaCUBNsulgH8qEHH7Y4O,2021,Zadar,42,2021-09-03,37i9dQZF1DX1s9knjP51Oa,Calm Vibes,Davorka Poljak,
5vz0Vls8TbtlI58CHQrIpb,2021,Träumerei,64,2021-10-08,37i9dQZF1DX1s9knjP51Oa,Calm Vibes,Jørg Sorensen,
4lVmCosrwdhCJPhXyqs0do,2021,Sommersturm - Solo Piano,40,2021-10-15,37i9dQZF1DX1s9knjP51Oa,Calm Vibes,Tim Linghaus,
7FyzToHhKG9b9gS19kWg8a,2021,Circumstances,61,2021-06-25,37i9dQZF1DX1s9knjP51Oa,Calm Vibes,Deborah Fulmen,
1yLwh6aAl8wA0e9bhiAUcu,2021,Une chambre,57,2021-09-03,37i9dQZF1DX1s9knjP51Oa,Calm Vibes,Ferdinand Lapointe,
0K1g45Vb0qdmVufrYX8tHx,2021,Wild Dandelion - Solo Piano,50,2021-10-01,37i9dQZF1DX1s9knjP51Oa,Calm Vibes,Tim Linghaus,
3fQkbH0ruZuTFHcvuejlZh,2021,Waves,63,2021-09-24,37i9dQZF1DX1s9knjP51Oa,Calm Vibes,Ima Rayner,
0NOLY8oi9pVOHNrpMiVOC6,2021,Certain,60,2021-06-04,37i9dQZF1DX1s9knjP51Oa,Calm Vibes,Karen Elf,
0XAHH61ykmd5UpOF7w7Ky8,2021,A Rose,53,2021-10-03,37i9dQZF1DX1s9knjP51Oa,Calm Vibes,Natalee Marlowe,
5ACLrTERL7b7JQd2ZTfMjz,2021,Overcast,53,2021-06-04,37i9dQZF1DX1s9knjP51Oa,Calm Vibes,Sylvio,
6fcBDcZTZVx1jJAED8KYv0,2021,Boundaries,60,2021-09-10,37i9dQZF1DX1s9knjP51Oa,Calm Vibes,Emilia Branco,
5r0ag6p51d3VOF8rVaL09E,2021,Seuls ensemble,65,2021-09-17,37i9dQZF1DX1s9knjP51Oa,Calm Vibes,Jean-Marie Daviau,
0rZYsX5OgshLXSj4zumlxx,2021,Maiestas,52,2021-10-22,37i9dQZF1DX1s9knjP51Oa,Calm Vibes,Keiko Ishida,
3QqwaqJI54yCVhSHX94sQo,2021,Dulcian,47,2021-06-18,37i9dQZF1DX1s9knjP51Oa,Calm Vibes,Anders Schill Paulsen,
2VXkzMDKubnPzh16J9b9tm,2021,The Sky,57,2021-09-10,37i9dQZF1DX1s9knjP51Oa,Calm Vibes,Cary Appleby,
43xkjr0u5DBR3NfkrCQdHo,2021,La Gondola,63,2021-09-17,37i9dQZF1DX1s9knjP51Oa,Calm Vibes,Nicola Casalino,
7awIIxfZGrKfqIWOD3iZPV,2021,Grace,51,2021-10-01,37i9dQZF1DX1s9knjP51Oa,Calm Vibes,Celine Hayes,
6d4hQC6SMrJQayOCwxffSn,2021,Refreshing,55,2021-07-16,37i9dQZF1DX1s9knjP51Oa,Calm Vibes,Megan Wofford,
6QjDVuX5ufvEQZfo5gmBKi,2021,Views Of Nature,59,2021-08-13,37i9dQZF1DX1s9knjP51Oa,Calm Vibes,Tiphaine Calvet,
4xTvAj3iYFWOoeaErsNwbj,2021,Wake with me,62,2021-08-27,37i9dQZF1DX1s9knjP51Oa,Calm Vibes,Brian Lyndon,
5CF6kdYN9s5x3Zps5hHPDZ,2021,Red Roses,66,2021-08-30,37i9dQZF1DX1s9knjP51Oa,Calm Vibes,Anderson Rivers,
4dd7mReOYiKAYjAEkNUTLD,2021,Ache,57,2021-09-23,37i9dQZF1DX1s9knjP51Oa,Calm Vibes,Simeon Walker,
6LBeWgaeVS1VpxEcFp7FJH,2021,Those Moments,48,2021-02-05,37i9dQZF1DX1s9knjP51Oa,Calm Vibes,Korey Banks,
6YAlzxrja9WNcYHBukp1ZM,2021,Solitudine,44,2021-05-28,37i9dQZF1DX1s9knjP51Oa,Calm Vibes,Guilliaume Om,
0M3DaTZsuttjClg5VG8exA,2021,Heartland,53,2021-10-08,37i9dQZF1DX1s9knjP51Oa,Calm Vibes,Lihua Zhao,
0B7YgaCYEmrUGpwV1zSBhN,2021,Da una persona cara,56,2021-06-18,37i9dQZF1DX1s9knjP51Oa,Calm Vibes,Belle Margaux,
6P1mVbAoxtDUUyVJJbtioz,2021,Harimau,41,2021-09-03,37i9dQZF1DX1s9knjP51Oa,Calm Vibes,Stéphanie Penti,
4etRflD5pUsnz108tx1xAc,2021,Papillon,62,2021-09-10,37i9dQZF1DX1s9knjP51Oa,Calm Vibes,Solène Garnier,
69cCYMgf3Hk9BzbYLmzY7V,2021,Cavtat,62,2021-09-24,37i9dQZF1DX1s9knjP51Oa,Calm Vibes,Medéa Bokor,
4SWqlyQxKodNKeirLkcysT,2021,New Moon,56,2021-07-23,37i9dQZF1DX1s9knjP51Oa,Calm Vibes,Hakone,
4ODEul9zEesE2R8wMUs8eh,2021,Gleam,63,2021-09-02,37i9dQZF1DX1s9knjP51Oa,Calm Vibes,Simeon Walker,
2SxQiQXujf3D29LxFeWm9Z,2021,Juanita,52,2021-10-01,37i9dQZF1DX1s9knjP51Oa,Calm Vibes,Boone River,
2Utg4Imeeq5cI6DQ8AupwV,2021,Sensibilities,60,2020-11-13,37i9dQZF1DX1s9knjP51Oa,Calm Vibes,Con Alma,
5OCUevB2d31fkcQEP56MxQ,2021,Les Arbres Parlent,57,2021-07-09,37i9dQZF1DX1s9knjP51Oa,Calm Vibes,Edgar Paget,
0w5Kd5Vqg37VZupZCEZVhi,2021,Sequoia,55,2021-09-05,37i9dQZF1DX1s9knjP51Oa,Calm Vibes,Amos Coelllo,
053XLQrUhxw9z3jSNZ8eS9,2021,Tsundere,49,2021-08-20,37i9dQZF1DX1s9knjP51Oa,Calm Vibes,ai.umi,
33hF3bkcfz7bWyyjkCJHAg,2021,Summer Rain,64,2021-09-03,37i9dQZF1DX1s9knjP51Oa,Calm Vibes,Tamara Blake,
4QMnY8yCam7Gjuo3DdRMA7,2021,Time Of Loneliness,63,2021-09-17,37i9dQZF1DX1s9knjP51Oa,Calm Vibes,Javi Lobe,
48v3esP9iVCc7HBX0zGKpk,2021,Habito,58,2021-04-16,37i9dQZF1DX1s9knjP51Oa,Calm Vibes,Lupe Sinsonte,
6fE1QsCn1UPxiXgOPvqKo0,2021,Once More,59,2021-09-03,37i9dQZF1DX1s9knjP51Oa,Calm Vibes,William Cas,
1sJlo3mVGO7kcbEJRKfeKy,2021,I Belong Here,57,2021-06-01,37i9dQZF1DX1s9knjP51Oa,Calm Vibes,Aaron Robichaux,
4oBfjodJjWjJmYgDlZp7PV,2021,Higo,52,2021-09-02,37i9dQZF1DX1s9knjP51Oa,Calm Vibes,Julius Aston,
3AliQT2GgiDBN16poZPdG2,2021,A Song,56,2021-02-05,37i9dQZF1DX1s9knjP51Oa,Calm Vibes,Rui Massena,
2QClIsZ4xDAgmVSWQT9RRF,2021,Moving Forward,58,2021-07-16,37i9dQZF1DX1s9knjP51Oa,Calm Vibes,Rikard From,
4GJSed45B1222Uy3jY5NNr,2021,Haven,49,2021-08-27,37i9dQZF1DX1s9knjP51Oa,Calm Vibes,Con Alma,
5PHIGFF2ikcf0lEGH5D9fZ,2021,Freedom,50,2021-09-24,37i9dQZF1DX1s9knjP51Oa,Calm Vibes,Justus Rümenapp,
76tMNpO6rHIMyKu9s4aY55,2021,Vole Vers Moi,55,2021-09-10,37i9dQZF1DX1s9knjP51Oa,Calm Vibes,Ferdinand Lapointe,
2q1y39ymy9HRdP8A0eVikn,2021,Gently,61,2021-04-20,37i9dQZF1DX1s9knjP51Oa,Calm Vibes,Odette Montano,
4KDNRh9Oor80z3XIxdWlui,2021,Bubbly (with Drake & Travis Scott),84,2021-10-15,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,Young Thug,"Drake, Travis Scott, "
4eL3XeuGaEoVT8ttDh3hwY,2021,Too Easy,83,2021-09-24,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,Gunna,"Future, "
3J4VKkUpLvomXJbn9ZAypO,2021,Sharing Locations (feat. Lil Baby & Lil Durk),82,2021-08-27,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,Meek Mill,"Lil Durk, Lil Baby, "
4V5Dv8IjHNTk2YJzU9vgsW,2021,Eat It,68,2021-10-29,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,Megan Thee Stallion,
2BcMwX1MPV6ZHP4tUT9uq6,2021,Knife Talk (with 21 Savage ft. Project Pat),92,2021-09-03,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,Drake,"21 Savage, Project Pat, "
25GyyK9CyZRiDCsPY51fIT,2021,Not In The Mood (feat. Fivio Foreign & Kay Flock),79,2021-10-22,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,Lil Tjay,"Fivio Foreign, Kay Flock, "
7Bpx2vsWfQFBACRz4h3IqH,2021,family ties (with Kendrick Lamar),87,2021-08-27,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,Baby Keem,"Kendrick Lamar, "
1tkipCYkIgti8f1tqjfcWe,2021,Ambition For Cash,76,2021-10-01,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,Key Glock,
25r6MZ4Gtd76l43qnZI1DG,2021,Flocky Flocky (feat. Travis Scott),82,2021-10-08,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,Don Toliver,"Travis Scott, "
5qyZ6LcHvBiIHLaoED8K4g,2021,Hot (feat. Moneybagg Yo),75,2021-10-01,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,Meek Mill,"Moneybagg Yo, "
0k1WUmIRnG3xU6fvvDVfRG,2021,Way 2 Sexy (with Future & Young Thug),93,2021-09-03,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,Drake,"Future, Young Thug, "
21AJQhGZpujjZQXByZAXpr,2021,REPEAT IT (with Gunna),80,2021-08-06,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,Lil Tecca,"Gunna, "
40iJIUlhi6renaREYGeIDS,2021,Fair Trade (with Travis Scott),92,2021-09-03,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,Drake,"Travis Scott, "
5KQxun2WxwDMsV7HCN2ONK,2021,Rich MF (feat. Polo G & Lil Durk),62,2021-08-20,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,Trippie Redd,"Polo G, Lil Durk, "
4yNoUQkYf1QF8iYlEzNynH,2021,"Who Want Smoke?? (feat. G Herbo, Lil Durk & 21 Savage)",83,2021-10-08,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,Nardo Wick,"G Herbo, Lil Durk, 21 Savage, "
37Nqx7iavZpotJSDXZWbJ3,2021,Girls Want Girls (with Lil Baby),90,2021-09-03,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,Drake,"Lil Baby, "
6pmNoWKk0r6zfIjWneJRxR,2021,Lonely (with Lil Wayne),81,2021-09-09,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,DaBaby,"Lil Wayne, "
52nTQQahs46s1iHFQ3Wv5Q,2021,Pissed Me Off,77,2021-10-15,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,Lil Durk,
5bjTLWk5cBOACEVPl3oqkU,2021,What A Life,69,2021-10-22,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,Big Sean,"Hit-Boy, "
2DTpP3caqX3QdJIEoS83mD,2021,Your Heart,82,2021-09-24,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,Joyner Lucas,"J. Cole, "
4HTY26kzdGCKJF1EqcRd2J,2021,Feelin' Like Tunechi,75,2021-10-01,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,Lil Wayne,"Rich The Kid, "
42Q71LGgYI4eBdebWn5m6D,2021,Waves,67,2021-07-23,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,Culture Jam,"Gunna, Polo G, "
0UTyLmkQgPOEIz95OVAJTR,2021,range brothers (with Kendrick Lamar),79,2021-09-10,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,Baby Keem,"Kendrick Lamar, "
5xyLeb2q1lxDf7hXKYlC1H,2021,Mind of Melvin (feat. Lil Uzi Vert),76,2021-08-13,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,YNW Melly,"Lil Uzi Vert, "
4c7LkE1lSNj3RR4cZo0jEi,2021,Switches & Dracs (with Lil Durk feat. EST Gee),72,2021-10-22,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,Moneybagg Yo,"Lil Durk, EST Gee, "
1rjnHhnDtoboZAXJyJgzaz,2021,Super,75,2021-10-07,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,Cordae,
7zjEyeBsaw9gV0jofJLfOM,2021,Livin It Up (with Post Malone & A$AP Rocky),81,2021-10-15,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,Young Thug,"A$AP Rocky, Post Malone, "
0LlFMKD7MAHwOqkIBsHui6,2021,Scorpio,64,2021-10-22,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,Moneybagg Yo,
2Rd4eJ4KwXQQn2sMSToyUM,2021,Moon,79,2021-08-29,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,Kanye West,
7e7Iq9lhisbqgRwxaCVvYd,2021,LOT OF ME,69,2021-09-01,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,Lil Tecca,
15qKrPi4Kg0z7g9HlwWyeb,2021,The Jackie (with J. Cole & Lil Tjay),75,2021-07-09,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,Bas,"J. Cole, Lil Tjay, "
4mOkfIYbMX9PXx27hj8NTi,2021,Betrayal (feat. Drake),75,2021-08-21,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,Trippie Redd,"Drake, "
5b2CRPYt0QNA0jaCJNIIdn,2021,Keeper (feat. A Boogie Wit da Hoodie),72,2021-08-27,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,OHGEESY,"A Boogie Wit da Hoodie, "
0HNKMJ2EKCaT2EqcCBj1EH,2021,Way Bigger,76,2021-10-08,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,Don Toliver,
